QGC WPL 110
0	1	0	16	0	0	0	0	47.683315	-122.260149	0.000000	1
1	0	3	22	0.000000	0.000000	0.000000	0.000000	47.683315	-122.260149	50.000000	1
2	0	3	201	0.000000	0.000000	0.000000	0.000000	47.683223	-122.260583	10.000000	1
3	0	3	16	0.000000	0.000000	0.000000	0.000000	47.683353	-122.260583	15.000000	1
4	0	3	201	0.000000	0.000000	0.000000	0.000000	47.683220	-122.261081	17.000000	1
5	0	3	16	0.000000	0.000000	0.000000	0.000000	47.683339	-122.261082	24.000000	1
6	0	3	201	0.000000	0.000000	0.000000	0.000000	47.682937	-122.261628	11.000000	1
7	0	3	16	0.000000	0.000000	0.000000	0.000000	47.683020	-122.261780	15.000000	1
8	0	3	201	0.000000	0.000000	0.000000	0.000000	47.682455	-122.261694	13.000000	1
9	0	3	16	0.000000	0.000000	0.000000	0.000000	47.682363	-122.261842	15.000000	1
10	0	3	201	0.000000	0.000000	0.000000	0.000000	47.682553	-122.260697	11.000000	1
11	0	3	16	0.000000	0.000000	0.000000	0.000000	47.682423	-122.260697	15.000000	1
12	0	3	201	0.000000	0.000000	0.000000	0.000000	47.682462	-122.260164	13.000000	1
13	0	3	16	0.000000	0.000000	0.000000	0.000000	47.682370	-122.260018	15.000000	1
14	0	3	201	0.000000	0.000000	0.000000	0.000000	47.682786	-122.260224	13.000000	1
15	0	3	16	0.000000	0.000000	0.000000	0.000000	47.682773	-122.260024	15.000000	1
16	0	3	20	0.000000	0.000000	0.000000	0.000000	47.683315	-122.260149	50.000000	1
